Name,Affiliation,Google Scholar Profile ,ORCID Profile ,Research Gate Profile,Resarch Interests/Focus,Tags,Collaborators,Notes
Huei-Wern Shen,University of North Texas & Texas Woman's University Collaborative,n/a,https://orcid.org/0000-0001-8740-2210,https://www.researchgate.net/profile/Huei-Wern-Shen,"Productive aging (civic engagement and caregiving in old age) and its impacts on health, health behaviors, and aging in place and understanding productive later life through interdisciplinary research.",,,
Sei-Young Lee,University of Northern Iowa,https://scholar.google.com/citations?hl=en&user=i9e5ODQAAAAJ,https://orcid.org/0000-0003-3956-9838,n/a,"Youth outcomes from adverse childhood experiences, juvenile delinquency and substance use, risk and protective factors of juvenile delinquency, child welfare, racial/ethnic and gender differences in child maltreatment and delinquency, domestic violence/intimate partner violence in immigrant women with acculturation and gender norms",,,
Anthony De Jesús,University of Saint Joseph,n/a,n/a,https://www.researchgate.net/profile/Anthony-De-Jesus-2,"cultural, educational, and diversity issues, development of social work careers for Latinos and the effectiveness of cultural competence training in child welfare",,,
Madeline Perez De Jesus,University of Saint Joseph,https://scholar.google.com/citations?hl=en&user=kbtpF54AAAAJ&inst=1297495080519272923,n/a,n/a,"high school admissions, public school choice, Latina adult learners, social work education, social and cultural capital",,,
Kingsley Chigbu,University of Saint Thomas,n/a,https://orcid.org/0000-0001-8266-8001,https://www.researchgate.net/profile/Kingsley-Chigbu-2,"prevention, mitigation and treatment of mentall illness, substance abuse, victimization involving children and adults",,,
Jaeseung Kim,University of South Carolina,https://scholar.google.com/citations?hl=en&user=ryAjVxEAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Jaeseung-Kim-5,"work and care challenges for low-income families, workplace flexibility and parenting, child care subsidy programs, poverty and material hardship",,,
Bongki  Woo,University of South Carolina,https://scholar.google.com/citations?user=CrgRjPYAAAAJ&hl=en&inst=1297495080519272923,n/a,n/a,"health and mental health consequences of inequality in society, social and environmental determinants of health, racism, racial prejudice, and discrimination, asian americans",,,
Nikki Wooten,University of South Carolina,https://scholar.google.com/citations?hl=en&user=DXl1Y80AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6319-8224,https://www.researchgate.net/profile/Nikki-Wooten,"substance use and psychological problems in military personnel and veterans, gender differences in military behavioral health service utilization, post-deployment mental health",,,
Yanfeng Xu,University of South Carolina,https://scholar.google.com/citations?user=RidlAewAAAAJ&hl=en&oi=ao&inst=1297495080519272923,https://orcid.org/0000-0002-8489-240X,https://www.researchgate.net/profile/Yanfeng-Xu,"foster care and kinship care, child abuse and neglect, child mental/behavioral health, grandparents raising grandchildren",,,
Soonhee Roh,University of South Dakota,https://scholar.google.com/citations?hl=en&user=wCRpGRIAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-4387-7211,https://www.researchgate.net/profile/Soonhee-Roh,"positive adaptation in aging, American Indian health disparities, behavior change intervention using RCT, rural health, telemedicine intervention, minority mental health and service utilization",,,
Iraida V. Carrion,University of South Florida,https://scholar.google.com/citations?hl=en&user=3BGYhmMAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-4076-6644,https://www.researchgate.net/profile/Iraida-Carrion-2?_sg=zIF4j2eh-1Sm6UViypJNe7mk2ZxnTBSrIGtzv6dCLPIibL8iu_Id24iOAmReooHj-2SJ0umwsO7wOuU,"end of life care, cancer and health decisions among Latinos  in the USA, indigenous communities in Northeast india, older adults in Barcelona, Spain and Latinos in Central Florida",,,
Manisha Joshi,University of South Florida,n/a,n/a,https://www.researchgate.net/profile/Manisha-Joshi-2,"domestic violence, sexual violence, women's health",,,
"Jeongsuk ""Jenna"" Kim",University of South Florida,https://scholar.google.com/citations?hl=en&user=DFhKGw4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-4639-2946,https://www.researchgate.net/profile/Jeongsuk-Kim,"violence agains women and children, intimate partner violence child abuse, human trafficking, prevention of violence and victimization among socially and racially vulnerable populations",,,
Nan Sook Park,University of South Florida,https://scholar.google.com/citations?hl=en&user=0kiB5h4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-1751-182X,https://www.researchgate.net/profile/Nan-Sook-Park,"social isolation, social networks, health disparities, older immigrants, psychosocial resources",,,
Guitele J. Rahill,University of South Florida,n/a,https://orcid.org/0000-0003-2439-027X,https://www.researchgate.net/profile/Guitele-Rahill,Reducing health disparities and enhancing health outcomes for Haitians by increasing the uptake and implementation of evidence-based interventions in Haitian enclaves,,,
Dasha Rhodes,University of South Florida,https://scholar.google.com/citations?hl=en&user=cB_xaC4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-5060-5233,n/a,Police and community relations; psychological distress among Black/African Americans; community violence and public health; police and social work,,,
Chris Simmons,University of South Florida,n/a,n/a,https://www.researchgate.net/profile/Chris-Simmons,Cognitive Complexity; Cognitive Development; Clinical Supervision; Multicultural Social Work Practice; and Mental Health and Well-being,,,
Veronica C. Huggins,University of Southern Indiana,n/a,n/a,https://www.researchgate.net/profile/Natallie-Gentles-Gibbs,,,,
Natallie Gentles-Gibbs,University of Southern Maine,https://scholar.google.com/citations?hl=en&user=HTvK-6MAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Natallie-Gentles-Gibbs,"child welfare reform, family empowerment, perspectives on systemic readiness for change, child welfare organizational culture, transnational social work practice, social work with migrant populations, community-engaged research",,,
Dorothea Ivey,University of Southern Maine,https://scholar.google.com/citations?hl=en&user=o7ZL_sAAAAAJ,https://orcid.org/0000-0001-6857-3057,n/a,"grandparents raising grandchildren, intergenerational programs and policies, nonprofit administration, social welfare policies, intergenerational reciprocity, intergenerational mobility",,,
Hermeet Kohli,University of Southern Maine,https://scholar.google.com/citations?hl=en&user=uLsLxNwAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Hermeet-Kohli,"self-compassion integration in social work and higher education, impact of self-compassion practice in higher education during COVID-19 pandemic, culturally responsive practices with immigrants, refugees, and asylum seekers, raising bicultural families in Maine where one partner identifies as an Asian Indian, integrating maps in a social work diversity course, qualitative and quantitative reflections on challenges faced while teaching online human diversity courses, interdisciplinary service-learning projects and service learning in an online diversity course",,,
Buster Ogbuagu,"University of St. Francis, The",https://scholar.google.com/citations?hl=en&user=iJwK7moAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-0547-8412,n/a,"social policy, ethics, racen, antiracist/anti-oppression social work, gender issues, child welfare, multiculturalism, refugees, community organizing and advocacy, social welfare, child protection, mental health, addictions and disability, intersectionalities of oppression, anti-oppressive epistemologies",,,
Eva Moya,University of Texas at El Paso,https://scholar.google.com/citations?user=ZufIGqYAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-9893-2110,n/a,"homelessness, intimate partner violence, health disparities, community health, engages scholarship, HPV",,,
Hyejin Jung,University of Texas at El Paso,https://scholar.google.com/citations?hl=en&user=fQ4GNOMAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Hyejin_Jung6,"community-based practice, disparities in mental health care, mental health literacy and education, mental health in subsidized housing",,,
Yok-Fong Paat,University of Texas at El Paso,https://scholar.google.com/citations?hl=en&user=PnHhA5sAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-5791-0791,n/a,"family health, health behavior, community health, mental health, child well-being, interpersonal and targeted violence, education, social integration, social justice, altruism, migration, immigration, homeland security",,,
Chien-jen Chiang,University of Texas at San Antonio,https://scholar.google.com/citations?hl=en&user=v5cSPhgAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-2059-5315,https://www.researchgate.net/profile/Chien-Jen-Chiang,"maltreatment, children, racial disparities, child welfare",,,
Bonita B. Sharma,University of Texas at San Antonio,https://scholar.google.com/citations?hl=en&user=q0_5V5IAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-6593-8153,n/a,"Impact of natural and built environment on sustainability and gender equality
Community and global health
Technology
Empowerment and leadership of women
Human mobility
Global social work
Interdisciplinary and multidisciplinary research",,,Former UTA affiliation
Lucinda Nevarez,University of Texas at San Antonio,https://scholar.google.com/citations?hl=en&user=43yowGMAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-4470-9321,https://www.researchgate.net/profile/Lucinda-Nevarez-2,"Health disparities
Health inequalities
Minority health and mental health issues
Health policy
Healthcare access and utilization
The influence of race and culture in accessing and the utilization of mental health and healthcare services",,,
Tamara Al Rawwad,University of Texas-Rio Grande Valley,https://scholar.google.com/citations?hl=en&user=4SxrCnUAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Tamara-Al-Rawwad,behavioral health (mental health and substance use) in diverse populations; prescription drug use (opioid); HIV/AIDS,,,
Luis R. Alvarez-Hernandez,University of Texas-Rio Grande Valley,https://scholar.google.com/citations?hl=en&user=W5srUOcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8695-5817,https://www.researchgate.net/profile/Luis-Alvarez-Hernandez-2,"wellbeing of Latinx, LGBTQ+, and immigrant communities",,,
Leyla Feize,University of Texas-Rio Grande Valley,https://scholar.google.com/citations?hl=en&user=Hy5bm2YAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Leyla-Feize,"social work education, minority mental health, Immigration and Autism/ADHD",,,
John Gonzalez,University of Texas-Rio Grande Valley,n/a,n/a,https://www.researchgate.net/profile/John-Gonzalez-12,service delivery of mental health services to Hispanics,,,
Nazanin Heydarian,University of Texas-Rio Grande Valley,https://scholar.google.com/citations?hl=en&user=GjQUJ0AAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Nazanin-Heydarian-2,"chronic disease disparities faced by disabled persons, social-cognitive and interpersonal barriers faced by disabled patients",,,
Lin Jiang,University of Texas-Rio Grande Valley,https://scholar.google.com/citations?user=vvv1AWcAAAAJ&hl=en&oi=sra,https://orcid.org/0000-0001-8983-0446,https://www.researchgate.net/profile/Lin-Jiang,"gerontology, such as depression, social isolation, online social support among older adults, and Alzheimer's' disease",,,
Luis R. Torres-Hostos,University of Texas-Rio Grande Valley,https://scholar.google.com/citations?hl=en&user=MD9zs28AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-5998-7688,https://www.researchgate.net/profile/Luis-Torres-52,"health disparities and social determinants of health with a focus on Hispanic and African American communities, community engagement initiatives aimed at building community resilience",,,
